ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.0499,0.2675,9.7618,-0.0465,0.2624,9.803,-0.0076,-0.0015,0.0033,-3.00E-04,3.00E-04,-3.00E-04,1274,-11.86,-34.59,-23.73,160.58,-1.53,0.27,2,40.951,,,,NaN,,,,0 / 0,288509,2018-03-09 09:08:55:415
-0.0475,0.2655,9.7713,-0.05,0.2636,9.803,-0.0013,0.0024,0.0047,-1.00E-04,3.00E-04,-1.00E-04,1279,-10.96,-33.83,-23.27,161.58,-1.54,0.29,2,52.885,,,,NaN,,,,0 / 0,289009,2018-03-09 09:08:55:915
-0.0412,0.2655,9.7602,-0.0457,0.2624,9.803,-0.0072,-0.0047,-0.0035,-7.00E-04,-4.00E-04,-1.00E-04,1273,-11.7,-36.4,-23.08,161.11,-1.53,0.27,2,57.105,,,,NaN,,,,0 / 0,289509,2018-03-09 09:08:56:415
-0.0435,0.2727,9.769,-0.0466,0.2633,9.803,-0.0011,0.0076,0.0014,6.00E-04,-4.00E-04,1.00E-04,1276,-10.59,-34.86,-23.45,162.09,-1.53,0.27,2,53.142,,,,NaN,,,,0 / 0,290008,2018-03-09 09:08:56:914
-0.0475,0.2663,9.7654,-0.0467,0.2647,9.803,-0.001,-6.00E-04,-0.0039,0,7.00E-04,1.00E-04,1279,-11.65,-36.45,-24.37,161.08,-1.54,0.27,2,53.959,,,,NaN,,,,0 / 0,290508,2018-03-09 09:08:57:414
-0.0443,0.2647,9.7777,-0.0511,0.2657,9.8029,0.0086,0.002,0.0059,0,7.00E-04,2.00E-04,1279,-10.41,-35.64,-21.85,164.05,-1.55,0.3,2,43.988,,,,NaN,,,,0 / 0,291009,2018-03-09 09:08:57:915
-0.0491,0.2587,9.771,-0.0514,0.2629,9.803,-0.0239,-0.0065,0.0054,-7.00E-04,5.00E-04,-1.00E-04,1279,-11.39,-35.17,-25.48,162.03,-1.54,0.3,2,36.042,,,,NaN,,,,0 / 0,291508,2018-03-09 09:08:58:414
-0.0479,0.2667,9.7698,-0.0501,0.2636,9.803,0.0255,0.0059,0.0038,4.00E-04,-7.00E-04,1.00E-04,1277,-10.13,-34.76,-21.9,163.62,-1.54,0.29,2,52.382,,,,NaN,,,,0 / 0,292008,2018-03-09 09:08:58:914
-0.0459,0.2643,9.7769,-0.0444,0.2684,9.8029,0.0032,0.001,0.0017,8.00E-04,-2.00E-04,1.00E-04,1274,-11.47,-34.65,-22.58,162.09,-1.56,0.26,2,54.063,,,,NaN,,,,0 / 0,292509,2018-03-09 09:08:59:415
-0.038,0.2711,9.7702,-0.0407,0.2699,9.8029,-2.00E-04,5.00E-04,0.0026,0,-2.00E-04,-1.00E-04,1274,-11.49,-35.14,-24.51,162.05,-1.58,0.25,2,49.374,,,,NaN,,,,0 / 0,293008,2018-03-09 09:08:59:914
